[filename], [gate], [angular_velocity_min], [angular_velocity_max], [time_min], [time_max]
7.3_angles.xlsx,LeftAnkle,-2.41,2.5,886.54,941.39
7.3_angles.xlsx,RightAnkle,-1.89,2.37,1845.54,2003.02
7.4_angles.xlsx,LeftShoulder,-0.1,0.08,858.22,1201.44
7.4_angles.xlsx,RightShoulder,-0.07,0.1,1037.34,1252.79
7.4_angles.xlsx,LeftElbow,-0.19,0.28,903.31,940.89
7.4_angles.xlsx,RightElbow,-0.15,0.15,1082.44,1029.83
7.4_angles.xlsx,LeftHip,-0.14,0.14,1375.55,1337.97
7.4_angles.xlsx,RightHip,-0.24,0.25,975.96,935.88
7.4_angles.xlsx,LeftKnee,-0.42,0.47,1038.6,1245.28
7.4_angles.xlsx,RightKnee,-0.66,0.36,1403.11,1704.99
7.4_angles.xlsx,LeftAnkle,-2.07,2.25,1140.06,1101.23
7.4_angles.xlsx,RightAnkle,-1.65,1.82,1369.29,1569.71
7.5_angles.xlsx,LeftShoulder,-0.08,0.08,2105.87,2672.98
7.5_angles.xlsx,RightShoulder,-0.08,0.05,2674.41,1390.88
7.5_angles.xlsx,LeftElbow,-0.17,0.23,1973.78,1337.76
7.5_angles.xlsx,RightElbow,-0.16,0.16,2304.0,872.59
7.5_angles.xlsx,LeftHip,-0.12,0.1,1465.54,1574.65
7.5_angles.xlsx,RightHip,-0.21,0.16,1570.35,1464.1
7.5_angles.xlsx,LeftKnee,-0.39,0.39,1174.09,2299.69
7.5_angles.xlsx,RightKnee,-0.72,0.43,1640.7,1902.0
7.5_angles.xlsx,LeftAnkle,-1.49,2.37,107.35,57.1
7.5_angles.xlsx,RightAnkle,-1.61,2.33,2533.71,1771.35
8,4_angles.xlsx,LeftShoulder,-0.12,0.2,667.06,834.58
8,4_angles.xlsx,RightShoulder,-0.13,0.14,1115.86,1172.11
8,4_angles.xlsx,LeftElbow,-0.28,0.23,1768.42,1907.19
8,4_angles.xlsx,RightElbow,-0.23,0.25,505.8,1110.86
8,4_angles.xlsx,LeftHip,-0.14,0.13,673.31,1209.62
8,4_angles.xlsx,RightHip,-0.23,0.21,1209.62,904.59
8,4_angles.xlsx,LeftKnee,-0.73,0.35,1108.36,2123.46
8,4_angles.xlsx,RightKnee,-0.6,0.55,707.07,1795.93
8,4_angles.xlsx,LeftAnkle,-2.39,1.86,1105.86,1269.62
8,4_angles.xlsx,RightAnkle,-2.07,2.25,642.06,835.83
8.1_angles.xlsx,LeftShoulder,-0.14,0.12,286.8,108.49
8.1_angles.xlsx,RightShoulder,-0.09,0.09,4989.07,3580.43
8.1_angles.xlsx,LeftElbow,-0.41,0.47,4189.23,4148.47
8.1_angles.xlsx,RightElbow,-0.22,0.22,1843.19,3547.31
8.1_angles.xlsx,LeftHip,-0.11,0.1,4515.28,2212.54
8.1_angles.xlsx,RightHip,-0.13,0.12,2416.32,2373.02
8.1_angles.xlsx,LeftKnee,-0.29,0.37,4342.06,3312.96
8.1_angles.xlsx,RightKnee,-0.42,0.39,2390.85,2714.35
8.1_angles.xlsx,LeftAnkle,-2.28,2.3,3048.05,1817.71
8.1_angles.xlsx,RightAnkle,-2.29,2.98,3677.22,2515.67
8.2_angles.xlsx,LeftShoulder,-0.17,0.14,1344.42,2640.04
8.2_angles.xlsx,RightShoulder,-0.23,0.16,2380.26,2341.05
8.2_angles.xlsx,LeftElbow,-0.38,0.94,1277.43,39.0
8.2_angles.xlsx,RightElbow,-0.4,0.42,2741.33,55.34
8.2_angles.xlsx,LeftHip,-0.31,0.36,537.31,576.53
8.2_angles.xlsx,RightHip,-0.1,0.13,55.34,109.25
8.2_angles.xlsx,LeftKnee,-0.92,0.78,1875.41,579.79
8.2_angles.xlsx,RightKnee,-0.46,0.36,1480.03,1636.87
8.2_angles.xlsx,LeftAnkle,-1.73,2.18,1878.68,2043.69
8.2_angles.xlsx,RightAnkle,-2.0,2.11,1478.39,1514.34
8.3_angles.xlsx,LeftShoulder,-0.15,0.3,1550.3,943.9
8.3_angles.xlsx,RightShoulder,-0.25,0.18,942.45,981.62
8.3_angles.xlsx,LeftElbow,-0.49,0.32,511.58,547.85
8.3_angles.xlsx,RightElbow,-0.39,0.28,676.97,1110.73
8.3_angles.xlsx,LeftHip,-0.12,0.24,556.56,1347.2
8.3_angles.xlsx,RightHip,-0.19,0.22,611.68,576.87
8.3_angles.xlsx,LeftKnee,-0.32,0.38,674.07,943.9
8.3_angles.xlsx,RightKnee,-0.44,0.4,1145.55,1383.47
8.3_angles.xlsx,LeftAnkle,-2.41,1.84,610.23,1644.6
8.3_angles.xlsx,RightAnkle,-2.09,2.16,1753.41,1242.75
8.5_angles.xlsx,LeftShoulder,-0.37,0.45,1845.81,1894.99
8.5_angles.xlsx,RightShoulder,-0.37,0.36,1894.99,1840.76
8.5_angles.xlsx,LeftElbow,-0.42,0.41,2576.0,1620.06
8.5_angles.xlsx,RightElbow,-0.4,0.43,2234.23,2294.77
8.5_angles.xlsx,LeftHip,-0.21,0.1,1287.12,1540.61
8.5_angles.xlsx,RightHip,-0.16,0.33,1551.96,1685.64
8.5_angles.xlsx,LeftKnee,-0.5,0.56,867.17,1751.22
8.5_angles.xlsx,RightKnee,-0.73,0.51,1821.84,1690.69
8.5_angles.xlsx,LeftAnkle,-1.54,1.9,1522.96,952.92
8.5_angles.xlsx,RightAnkle,-1.86,2.99,1685.64,1314.87
9.1_angles.xlsx,LeftShoulder,-0.34,0.36,2276.93,2472.56
9.1_angles.xlsx,RightShoulder,-0.43,0.59,2604.78,2406.45
9.1_angles.xlsx,LeftElbow,-1.75,1.03,2573.75,2109.63
9.1_angles.xlsx,RightElbow,-1.98,2.43,2272.88,2606.13
9.1_angles.xlsx,LeftHip,-0.18,0.25,2488.75,2678.99
9.1_angles.xlsx,RightHip,-0.19,0.16,2430.74,2500.89
9.1_angles.xlsx,LeftKnee,-0.38,0.55,2286.38,2541.37
9.1_angles.xlsx,RightKnee,-0.47,0.65,1509.25,2507.64
9.1_angles.xlsx,LeftAnkle,-1.93,1.77,2340.34,1138.23
9.1_angles.xlsx,RightAnkle,-2.77,3.2,239.68,508.16
9.2_angles.xlsx,LeftShoulder,-3.13,2.45,1545.03,1642.0
9.2_angles.xlsx,RightShoulder,-1.97,0.82,1543.43,1374.33
9.2_angles.xlsx,LeftElbow,-2.12,6.37,1380.74,1618.76
9.2_angles.xlsx,RightElbow,-2.65,3.31,1272.55,1618.76
9.2_angles.xlsx,LeftHip,-1.88,0.18,1642.0,1540.22
9.2_angles.xlsx,RightHip,-0.5,1.77,1567.47,1630.78
9.2_angles.xlsx,LeftKnee,-2.24,2.44,1375.13,1614.75
9.2_angles.xlsx,RightKnee,-0.48,0.38,1615.55,1051.37
9.2_angles.xlsx,LeftAnkle,-2.42,2.45,1613.15,60.84
9.2_angles.xlsx,RightAnkle,-4.66,4.19,1344.68,1615.55
9.3_angles.xlsx,LeftShoulder,-3.96,5.23,2303.0,2275.77
9.3_angles.xlsx,RightShoulder,-4.09,3.64,2303.0,2272.37
9.3_angles.xlsx,LeftElbow,-5.5,3.01,2282.58,2136.22
9.3_angles.xlsx,RightElbow,-1.38,0.31,2303.0,1937.67
9.3_angles.xlsx,LeftHip,-3.95,2.49,2303.0,2164.58
9.3_angles.xlsx,RightHip,-1.88,0.61,2283.71,2167.99
9.3_angles.xlsx,LeftKnee,-3.54,0.41,2303.0,2270.1
9.3_angles.xlsx,RightKnee,-3.63,2.52,2293.92,2139.62
9.3_angles.xlsx,LeftAnkle,-4.12,2.54,2278.04,48.61
9.3_angles.xlsx,RightAnkle,-3.27,3.49,2274.64,2303.0
9.4_angles.xlsx,LeftShoulder,-2.42,0.51,965.0,688.32
9.4_angles.xlsx,RightShoulder,-3.99,3.25,965.0,937.15
9.4_angles.xlsx,LeftElbow,-4.96,1.89,965.0,927.4
9.4_angles.xlsx,RightElbow,-4.22,3.27,837.8,941.32
9.4_angles.xlsx,LeftHip,-4.35,1.28,965.0,934.36
9.4_angles.xlsx,RightHip,-3.63,0.58,965.0,859.62
9.4_angles.xlsx,LeftKnee,-1.4,0.4,947.82,268.19
9.4_angles.xlsx,RightKnee,-2.26,1.55,855.91,771.42
9.4_angles.xlsx,LeftAnkle,-1.8,3.82,644.68,965.0
9.4_angles.xlsx,RightAnkle,-2.14,4.31,939.93,965.0
9.5_angles.xlsx,LeftShoulder,-2.17,0.3,1005.0,753.23
9.5_angles.xlsx,RightShoulder,-3.24,1.07,984.7,935.9
9.5_angles.xlsx,LeftElbow,-1.34,4.12,800.59,1005.0
9.5_angles.xlsx,RightElbow,-0.62,1.07,804.45,983.25
9.5_angles.xlsx,LeftHip,-1.96,0.23,1005.0,891.92
9.5_angles.xlsx,RightHip,-2.36,0.46,1005.0,799.62
9.5_angles.xlsx,LeftKnee,-3.79,0.5,990.99,931.06
9.5_angles.xlsx,RightKnee,-2.87,0.32,1005.0,214.42
9.5_angles.xlsx,LeftAnkle,-5.9,3.79,979.87,56.4
9.5_angles.xlsx,RightAnkle,-2.14,3.91,754.2,1005.0
